localidad,latitud,longitud
sumapaz,4.1850493,-74.1225861
sumapaz,4.1852159,-74.1226833
sumapaz,4.1855682,-74.1228821
sumapaz,4.185962,-74.123096
sumapaz,4.1862333,-74.1232398
sumapaz,4.1865585,-74.1234097
sumapaz,4.1867838,-74.1235265
sumapaz,4.1869209,-74.1235946
sumapaz,4.1870981,-74.1236776
sumapaz,4.1872812,-74.1237577
sumapaz,4.1874705,-74.1238351
sumapaz,4.1876665,-74.1239101
sumapaz,4.1878695,-74.1239828
sumapaz,4.1880806,-74.1240535
sumapaz,4.1883007,-74.1241226
sumapaz,4.1885314,-74.1241906
sumapaz,4.1887289,-74.1242456
sumapaz,4.1889363,-74.1243007
sumapaz,4.1891557,-74.1243565
sumapaz,4.1893913,-74.1244139
sumapaz,4.1898361,-74.1245173
sumapaz,4.1899041,-74.1245326
sumapaz,4.1909487,-74.1247677
sumapaz,4.1912605,-74.1248411
sumapaz,4.1915399,-74.1249099
sumapaz,4.1918443,-74.1249893
sumapaz,4.1921271,-74.1250683
sumapaz,4.1923936,-74.1251483
sumapaz,4.1926462,-74.1252302
sumapaz,4.1927886,-74.1252793
sumapaz,4.1929272,-74.1253294
sumapaz,4.1930624,-74.1253805
sumapaz,4.1931943,-74.1254327
sumapaz,4.193323,-74.1254861
sumapaz,4.1934488,-74.1255408
sumapaz,4.1935718,-74.1255968
sumapaz,4.1936921,-74.1256542
sumapaz,4.1938076,-74.1257119
sumapaz,4.1939207,-74.125771
sumapaz,4.1940315,-74.1258316
sumapaz,4.19414,-74.1258937
sumapaz,4.1942385,-74.1259526
sumapaz,4.1943351,-74.1260128
sumapaz,4.1945863,-74.1261776
sumapaz,4.1947415,-74.1262829
sumapaz,4.1948953,-74.1263898
sumapaz,4.1950473,-74.1264981
sumapaz,4.1951975,-74.1266078
sumapaz,4.1953456,-74.1267186
sumapaz,4.1954916,-74.1268306
sumapaz,4.1956352,-74.1269435
sumapaz,4.1957764,-74.1270573
sumapaz,4.1959111,-74.1271686
sumapaz,4.1960432,-74.1272806
sumapaz,4.1961355,-74.1273609
sumapaz,4.1962236,-74.127441
sumapaz,4.1963172,-74.1275299
sumapaz,4.1964106,-74.1276224
sumapaz,4.1965037,-74.1277187
sumapaz,4.1965968,-74.1278189
sumapaz,4.1967533,-74.1279962
sumapaz,4.1969116,-74.1281866
sumapaz,4.1970735,-74.1283922
sumapaz,4.1972421,-74.1286169
sumapaz,4.1973871,-74.1288176
sumapaz,4.1975458,-74.1290437
sumapaz,4.1980689,-74.1298091
sumapaz,4.1982674,-74.130095
sumapaz,4.1984688,-74.1303755
sumapaz,4.1985634,-74.1305028
sumapaz,4.1986554,-74.1306235
sumapaz,4.1987586,-74.1307551
sumapaz,4.1988601,-74.1308801
sumapaz,4.1989604,-74.1309994
sumapaz,4.19906,-74.1311133
sumapaz,4.1991593,-74.1312224
sumapaz,4.1992585,-74.1313269
sumapaz,4.1993577,-74.1314271
sumapaz,4.1994573,-74.1315231
sumapaz,4.1996393,-74.131691
sumapaz,4.199828,-74.1318593
sumapaz,4.2000225,-74.1320274
sumapaz,4.2002231,-74.1321954
sumapaz,4.2004299,-74.1323635
sumapaz,4.2006432,-74.1325318
sumapaz,4.2008631,-74.1327006
sumapaz,4.2010899,-74.1328699
sumapaz,4.2013277,-74.1330428
sumapaz,4.2015733,-74.1332168
sumapaz,4.2018272,-74.1333922
sumapaz,4.2020901,-74.1335697
sumapaz,4.202387,-74.1337654
sumapaz,4.2026971,-74.1339651
sumapaz,4.2029497,-74.1341244
sumapaz,4.2031642,-74.1342539
sumapaz,4.2033144,-74.1343411
sumapaz,4.2034671,-74.1344271
sumapaz,4.2036226,-74.1345119
sumapaz,4.2037809,-74.1345955
sumapaz,4.2039419,-74.1346779
sumapaz,4.204106,-74.1347593
sumapaz,4.2042731,-74.1348397
sumapaz,4.2044434,-74.1349191
sumapaz,4.2046168,-74.1349975
sumapaz,4.2047937,-74.1350751
sumapaz,4.2049743,-74.135152
sumapaz,4.2051588,-74.1352283
sumapaz,4.2053474,-74.135304
sumapaz,4.2055404,-74.1353793
sumapaz,4.2057382,-74.1354543
sumapaz,4.2059413,-74.1355293
sumapaz,4.2062774,-74.135649
sumapaz,4.2066308,-74.13577
sumapaz,4.2070054,-74.1358934
sumapaz,4.2074084,-74.1360217
sumapaz,4.2076053,-74.1360824
sumapaz,4.2078304,-74.1361589
sumapaz,4.2081191,-74.1362275
sumapaz,4.2089195,-74.1362286
sumapaz,4.2097015,-74.1362223
sumapaz,4.2104831,-74.1362089
sumapaz,4.2112645,-74.1361883
sumapaz,4.2120456,-74.1361606
sumapaz,4.2126825,-74.1361327
sumapaz,4.2133192,-74.1361001
sumapaz,4.2141177,-74.1360525
sumapaz,4.2150168,-74.135991
sumapaz,4.2156479,-74.1359633
sumapaz,4.2158729,-74.1359503
sumapaz,4.2161004,-74.1359302
sumapaz,4.2163037,-74.1359033
sumapaz,4.2164974,-74.1358672
sumapaz,4.2166522,-74.1358274
sumapaz,4.2167907,-74.1357824
sumapaz,4.2169435,-74.1357247
sumapaz,4.2174333,-74.1355153
sumapaz,4.2176092,-74.1354446
sumapaz,4.2177791,-74.1353854
sumapaz,4.2179352,-74.1353419
sumapaz,4.2180816,-74.135312
sumapaz,4.2182456,-74.1352882
sumapaz,4.2184283,-74.1352698
sumapaz,4.2189697,-74.1352271
sumapaz,4.2191387,-74.1352058
sumapaz,4.219291,-74.1351787
sumapaz,4.219472,-74.1351362
sumapaz,4.2196719,-74.1350792
sumapaz,4.2198701,-74.1350154
sumapaz,4.2203833,-74.1348414
sumapaz,4.2205339,-74.1347945
sumapaz,4.2206693,-74.1347563
sumapaz,4.2208229,-74.134719
sumapaz,4.2209668,-74.1346913
sumapaz,4.2211039,-74.1346727
sumapaz,4.2212341,-74.1346632
sumapaz,4.2213182,-74.1346622
sumapaz,4.2214039,-74.1346653
sumapaz,4.2214913,-74.1346727
sumapaz,4.2215806,-74.1346842
sumapaz,4.2217656,-74.1347198
sumapaz,4.2219618,-74.1347727
sumapaz,4.2221594,-74.1348391
sumapaz,4.2223778,-74.1349242
sumapaz,4.2226035,-74.135021
sumapaz,4.2232263,-74.1353
sumapaz,4.223417,-74.1353787
sumapaz,4.223588,-74.1354428
sumapaz,4.2237849,-74.1355065
sumapaz,4.2239688,-74.1355537
sumapaz,4.2241432,-74.1355855
sumapaz,4.2243101,-74.135602
sumapaz,4.2244526,-74.1356041
sumapaz,4.2245919,-74.1355944
sumapaz,4.2247409,-74.135572
sumapaz,4.2248998,-74.1355366
sumapaz,4.2250425,-74.1354966
sumapaz,4.2252011,-74.1354452
sumapaz,4.2257546,-74.1352432
sumapaz,4.225974,-74.1351693
sumapaz,4.22609,-74.135135
sumapaz,4.2261988,-74.135107
sumapaz,4.2263025,-74.1350847
sumapaz,4.2264021,-74.1350678
sumapaz,4.2266138,-74.1350416
sumapaz,4.2268306,-74.1350219
sumapaz,4.22705,-74.1350089
sumapaz,4.2272714,-74.1350025
sumapaz,4.2274939,-74.1350028
sumapaz,4.2277164,-74.1350099
sumapaz,4.2279382,-74.1350236
sumapaz,4.2281582,-74.135044
sumapaz,4.2283375,-74.1350657
sumapaz,4.2285145,-74.1350917
sumapaz,4.2286889,-74.1351221
sumapaz,4.2288601,-74.1351568
sumapaz,4.2290277,-74.1351955
sumapaz,4.2291914,-74.1352384
sumapaz,4.2293508,-74.1352852
sumapaz,4.2295055,-74.1353359
sumapaz,4.229625,-74.13538
sumapaz,4.2297446,-74.1354296
sumapaz,4.2298643,-74.1354847
sumapaz,4.2299844,-74.1355453
sumapaz,4.230105,-74.1356116
sumapaz,4.2302263,-74.1356837
sumapaz,4.2303487,-74.1357617
sumapaz,4.2304724,-74.1358459
sumapaz,4.2306473,-74.1359736
sumapaz,4.230827,-74.1361147
sumapaz,4.2310131,-74.1362706
sumapaz,4.2312093,-74.1364443
sumapaz,4.2315516,-74.1367652
sumapaz,4.2322592,-74.1374584
sumapaz,4.2325659,-74.1377504
sumapaz,4.2327551,-74.1379224
sumapaz,4.2332332,-74.1383413
sumapaz,4.2336494,-74.1387133
sumapaz,4.2340625,-74.1390907
sumapaz,4.2344717,-74.1394726
sumapaz,4.2360803,-74.1413031
sumapaz,4.2369247,-74.1421799
sumapaz,4.2376255,-74.1428082
sumapaz,4.2384703,-74.1434363
sumapaz,4.2393067,-74.1439698
sumapaz,4.2399883,-74.1443451
sumapaz,4.2406119,-74.1446655
sumapaz,4.2427881,-74.1457455
sumapaz,4.2433612,-74.1460504
sumapaz,4.2444273,-74.1466645
sumapaz,4.2451388,-74.1471093
sumapaz,4.2459082,-74.1476226
sumapaz,4.2480981,-74.1491208
sumapaz,4.2491092,-74.1497521
sumapaz,4.2502072,-74.150336
sumapaz,4.2512038,-74.1507578
sumapaz,4.2521055,-74.1510318
sumapaz,4.2531277,-74.1512196
sumapaz,4.2543487,-74.151267
sumapaz,4.2551784,-74.151176
sumapaz,4.2559843,-74.1509906
sumapaz,4.2567339,-74.1507545
sumapaz,4.2574769,-74.1504555
sumapaz,4.258205,-74.1501135
sumapaz,4.2588142,-74.1497863
sumapaz,4.259763,-74.1492346
sumapaz,4.2626604,-74.1474223
sumapaz,4.2634554,-74.1469333
sumapaz,4.2657788,-74.1455464
sumapaz,4.266917,-74.1449054
sumapaz,4.2677338,-74.1444826
sumapaz,4.268419,-74.1441457
sumapaz,4.2692121,-74.1437901
sumapaz,4.270094,-74.1434276
sumapaz,4.2711043,-74.1430443
sumapaz,4.2741046,-74.1419614
sumapaz,4.2752512,-74.1415251
sumapaz,4.2762706,-74.141104
sumapaz,4.2773286,-74.1406259
sumapaz,4.2779496,-74.1403173
sumapaz,4.2785652,-74.1399933
sumapaz,4.2794586,-74.1394884
sumapaz,4.2803716,-74.138937
sumapaz,4.2814638,-74.1382402
sumapaz,4.2849962,-74.1358958
sumapaz,4.285791,-74.1353785
sumapaz,4.2865525,-74.1349
sumapaz,4.2875372,-74.1343081
sumapaz,4.2882274,-74.1339093
sumapaz,4.2889817,-74.1334978
sumapaz,4.2906046,-74.1326527
sumapaz,4.2911829,-74.1323701
sumapaz,4.2929748,-74.1315303
sumapaz,4.2936621,-74.1312186
sumapaz,4.2969755,-74.1297393
sumapaz,4.2981437,-74.1292534
sumapaz,4.2989511,-74.128936
sumapaz,4.2997632,-74.1286303
sumapaz,4.2998087,-74.1299023
sumapaz,4.2996383,-74.1311414
sumapaz,4.2975745,-74.1391115
sumapaz,4.2929953,-74.1444286
sumapaz,4.2881752,-74.1492623
sumapaz,4.283837,-74.1557879
sumapaz,4.2805833,-74.1609841
sumapaz,4.2787757,-74.1647302
sumapaz,4.2762451,-74.1684764
sumapaz,4.2760041,-74.1739143
sumapaz,4.2761246,-74.175727
sumapaz,4.2793783,-74.1783855
sumapaz,4.2841985,-74.1799565
sumapaz,4.2874521,-74.1838234
sumapaz,4.2892597,-74.1876904
sumapaz,4.2881752,-74.1940951
sumapaz,4.2862471,-74.1968745
sumapaz,4.2829538,-74.1964655
sumapaz,4.2787757,-74.1980829
sumapaz,4.2762451,-74.2036417
sumapaz,4.2728183,-74.2076878
sumapaz,4.2716273,-74.2070418
sumapaz,4.2702095,-74.2054721
sumapaz,4.2691066,-74.2046871
sumapaz,4.2673734,-74.2045299
sumapaz,4.2657978,-74.2045296
sumapaz,4.2643796,-74.2048433
sumapaz,4.2632766,-74.205314
sumapaz,4.262016,-74.2056277
sumapaz,4.25981,-74.2059412
sumapaz,4.2579193,-74.205627
sumapaz,4.2566588,-74.2051559
sumapaz,4.2546106,-74.2045278
sumapaz,4.2520895,-74.2045274
sumapaz,4.2506714,-74.2046841
sumapaz,4.2492533,-74.2049978
sumapaz,4.2476776,-74.2048406
sumapaz,4.2457869,-74.2045264
sumapaz,4.2445265,-74.2038984
sumapaz,4.2434235,-74.2037412
sumapaz,4.2415327,-74.2037409
sumapaz,4.2404296,-74.2045255
sumapaz,4.2407445,-74.2062519
sumapaz,4.241059,-74.2097048
sumapaz,4.2401134,-74.2111172
sumapaz,4.2391679,-74.2117448
sumapaz,4.2385374,-74.2131572
sumapaz,4.2374342,-74.2144126
sumapaz,4.2366463,-74.2147263
sumapaz,4.2344627,-74.2182723
sumapaz,4.2304993,-74.2195918
sumapaz,4.2288509,-74.2203278
sumapaz,4.2269082,-74.2211342
sumapaz,4.2266749,-74.2212316
sumapaz,4.2251579,-74.2209177
sumapaz,4.2244987,-74.2221436
sumapaz,4.2235756,-74.2228416
sumapaz,4.222718,-74.2238739
sumapaz,4.2219265,-74.2251218
sumapaz,4.2216623,-74.2261729
sumapaz,4.2223878,-74.2274865
sumapaz,4.2225855,-74.2280775
sumapaz,4.2206728,-74.2289965
sumapaz,4.2182992,-74.2306383
sumapaz,4.2170459,-74.2316884
sumapaz,4.215595,-74.2318199
sumapaz,4.2142764,-74.2320166
sumapaz,4.2133533,-74.2322788
sumapaz,4.2121002,-74.2328697
sumapaz,4.2099901,-74.2336573
sumapaz,4.2047149,-74.2349697
sumapaz,4.200165,-74.2356917
sumapaz,4.1962742,-74.2378582
sumapaz,4.1972627,-74.240945
sumapaz,4.1979219,-74.2428496
sumapaz,4.1982197,-74.243591
sumapaz,4.1971954,-74.2439415
sumapaz,4.1967228,-74.244028
sumapaz,4.194401,-74.2444527
sumapaz,4.192394,-74.2447562
sumapaz,4.1913019,-74.2447561
sumapaz,4.1897926,-74.2436039
sumapaz,4.1884437,-74.2421963
sumapaz,4.1873521,-74.2407887
sumapaz,4.1868419,-74.2406327
sumapaz,4.1837359,-74.2409253
sumapaz,4.1804808,-74.24133
sumapaz,4.1765143,-74.2411265
sumapaz,4.1721414,-74.2408218
sumapaz,4.1699038,-74.2409226
sumapaz,4.1662423,-74.2416312
sumapaz,4.1582465,-74.2432831
sumapaz,4.1533485,-74.2427805
sumapaz,4.1459578,-74.2436173
sumapaz,4.1431414,-74.2447284
sumapaz,4.14286,-74.2447978
sumapaz,4.1407689,-74.2442575
sumapaz,4.1393227,-74.2441542
sumapaz,4.1385484,-74.2438715
sumapaz,4.1379623,-74.2435624
sumapaz,4.1376758,-74.2436754
sumapaz,4.1376017,-74.2437384
sumapaz,4.1375095,-74.2438464
sumapaz,4.1373953,-74.2439602
sumapaz,4.1372173,-74.2441313
sumapaz,4.1371946,-74.244165
sumapaz,4.1368277,-74.2442843
sumapaz,4.1366271,-74.2443124
sumapaz,4.1363757,-74.2443181
sumapaz,4.1360659,-74.2443517
sumapaz,4.1355109,-74.2444129
sumapaz,4.1350813,-74.2444522
sumapaz,4.134594,-74.2444971
sumapaz,4.1342334,-74.2445366
sumapaz,4.1337582,-74.2445583
sumapaz,4.1331166,-74.2445172
sumapaz,4.1329737,-74.2445508
sumapaz,4.132275,-74.2446526
sumapaz,4.1317821,-74.24472
sumapaz,4.1314843,-74.2448393
sumapaz,4.1313526,-74.244913
sumapaz,4.1312033,-74.2450267
sumapaz,4.1311174,-74.245078
sumapaz,4.1304991,-74.2453053
sumapaz,4.1303216,-74.2453446
sumapaz,4.1299202,-74.2457205
sumapaz,4.1298801,-74.2458173
sumapaz,4.1298455,-74.2459541
sumapaz,4.1297765,-74.2462732
sumapaz,4.1297076,-74.2463188
sumapaz,4.1295074,-74.2463925
sumapaz,4.1294674,-74.2463982
sumapaz,4.1292842,-74.246432
sumapaz,4.1290435,-74.2464374
sumapaz,4.1287632,-74.2464537
sumapaz,4.1280696,-74.2464867
sumapaz,4.1271252,-74.2464736
sumapaz,4.1258535,-74.2466484
sumapaz,4.1257217,-74.2467621
sumapaz,4.1256182,-74.2469501
sumapaz,4.1254866,-74.2471268
sumapaz,4.1253548,-74.2473548
sumapaz,4.1252858,-74.2475771
sumapaz,4.1252682,-74.2476964
sumapaz,4.125297,-74.2478906
sumapaz,4.1251821,-74.2484034
sumapaz,4.1249984,-74.2485745
sumapaz,4.1249815,-74.2485801
sumapaz,4.1248843,-74.24862
sumapaz,4.1247237,-74.2486937
sumapaz,4.1241624,-74.2487437
sumapaz,4.1239392,-74.2487437
sumapaz,4.1237329,-74.2487374
sumapaz,4.1232576,-74.2486681
sumapaz,4.1229772,-74.2485933
sumapaz,4.1224731,-74.24853
sumapaz,4.1221696,-74.2485177
sumapaz,4.121912,-74.2485175
sumapaz,4.1213738,-74.2484937
sumapaz,4.12095,-74.2484926
sumapaz,4.1201655,-74.2484231
sumapaz,4.1198789,-74.2483371
sumapaz,4.1196156,-74.2481996
sumapaz,4.1192951,-74.2480566
sumapaz,4.1189974,-74.2479018
sumapaz,4.1187171,-74.2478842
sumapaz,4.1184993,-74.2478836
sumapaz,4.1179726,-74.2479741
sumapaz,4.1177149,-74.2480647
sumapaz,4.1174508,-74.2481784
sumapaz,4.1171648,-74.2483089
sumapaz,4.1167867,-74.2484681
sumapaz,4.116191,-74.2487634
sumapaz,4.1158698,-74.2489508
sumapaz,4.115641,-74.2490364
sumapaz,4.115234,-74.2491213
sumapaz,4.1149593,-74.2492006
sumapaz,4.1146671,-74.2492681
sumapaz,4.114329,-74.2493529
sumapaz,4.1136762,-74.2494317
sumapaz,4.1133155,-74.2494941
sumapaz,4.1130805,-74.2495677
sumapaz,4.1127425,-74.2496982
sumapaz,4.1124847,-74.2498519
sumapaz,4.1120663,-74.2501304
sumapaz,4.1118776,-74.2502553
sumapaz,4.1116079,-74.250409
sumapaz,4.110989,-74.2508755
sumapaz,4.1104622,-74.2511483
sumapaz,4.1102446,-74.2511934
sumapaz,4.1100552,-74.2512276
sumapaz,4.1097635,-74.2512552
sumapaz,4.1079192,-74.2515316
sumapaz,4.1073347,-74.2516728
sumapaz,4.1070715,-74.2517578
sumapaz,4.1068425,-74.2518602
sumapaz,4.1066016,-74.2519738
sumapaz,4.1062749,-74.2521555
sumapaz,4.105994,-74.2523834
sumapaz,4.10592,-74.252429
sumapaz,4.1057396,-74.2525207
sumapaz,4.1056961,-74.2525426
sumapaz,4.1055243,-74.2526051
sumapaz,4.1051862,-74.2527239
sumapaz,4.1045679,-74.2529111
sumapaz,4.1042299,-74.2529562
sumapaz,4.1040123,-74.2529555
sumapaz,4.1031821,-74.2529086
sumapaz,4.1025518,-74.2529704
sumapaz,4.1021279,-74.2530891
sumapaz,4.1016814,-74.2532083
sumapaz,4.1010223,-74.2534293
sumapaz,4.1008567,-74.2534686
sumapaz,4.0994018,-74.2537734
sumapaz,4.0987048,-74.2538945
sumapaz,4.0921447,-74.2551004
sumapaz,4.0890467,-74.2565663
sumapaz,4.0890379,-74.2587834
sumapaz,4.0892784,-74.2605088
sumapaz,4.0897668,-74.262112
sumapaz,4.0905025,-74.2637162
sumapaz,4.0914363,-74.2656129
sumapaz,4.0924679,-74.2663742
sumapaz,4.0927029,-74.2666306
sumapaz,4.093142,-74.2670787
sumapaz,4.0947901,-74.2673526
sumapaz,4.0957514,-74.2680368
sumapaz,4.0963693,-74.2685157
sumapaz,4.097468,-74.2689947
sumapaz,4.0982233,-74.269542
sumapaz,4.0990412,-74.2700021
sumapaz,4.0989736,-74.2705499
sumapaz,4.0991194,-74.2710175
sumapaz,4.0992611,-74.2714859
sumapaz,4.0993987,-74.271955
sumapaz,4.0995322,-74.2724249
sumapaz,4.0996616,-74.2728955
sumapaz,4.0997869,-74.2733669
sumapaz,4.0999081,-74.2738391
sumapaz,4.1000252,-74.274312
sumapaz,4.1001407,-74.2747961
sumapaz,4.1002518,-74.275281
sumapaz,4.1003587,-74.2757667
sumapaz,4.1004613,-74.2762532
sumapaz,4.1005681,-74.2767835
sumapaz,4.1006698,-74.2773148
sumapaz,4.1007337,-74.2776714
sumapaz,4.1007947,-74.2780413
sumapaz,4.1008454,-74.2783731
sumapaz,4.1008946,-74.2787189
sumapaz,4.1009428,-74.2790814
sumapaz,4.1009907,-74.2794659
sumapaz,4.1010365,-74.2798573
sumapaz,4.1010845,-74.2802895
sumapaz,4.1012703,-74.2820603
sumapaz,4.1013562,-74.2828337
sumapaz,4.1014011,-74.2832093
sumapaz,4.1014458,-74.2835616
sumapaz,4.1014852,-74.2838545
sumapaz,4.1015462,-74.2842873
sumapaz,4.1015828,-74.2845647
sumapaz,4.1016226,-74.2848908
sumapaz,4.101661,-74.2852324
sumapaz,4.1017171,-74.2857825
sumapaz,4.1017734,-74.2863996
sumapaz,4.1018227,-74.2869872
sumapaz,4.1019336,-74.2883619
sumapaz,4.1019909,-74.2890278
sumapaz,4.1020476,-74.2896252
sumapaz,4.1021052,-74.2901664
sumapaz,4.1021354,-74.2904261
sumapaz,4.1021666,-74.2906773
sumapaz,4.1021987,-74.2909211
sumapaz,4.102232,-74.2911581
sumapaz,4.1022665,-74.2913893
sumapaz,4.1023023,-74.291615
sumapaz,4.1023395,-74.2918356
sumapaz,4.1023781,-74.2920514
sumapaz,4.1024328,-74.2923372
sumapaz,4.1024903,-74.2926156
sumapaz,4.1025508,-74.2928869
sumapaz,4.1026143,-74.2931517
sumapaz,4.102681,-74.2934104
sumapaz,4.1027509,-74.2936633
sumapaz,4.1028241,-74.2939106
sumapaz,4.1029006,-74.2941526
sumapaz,4.1029807,-74.2943898
sumapaz,4.1030643,-74.2946221
sumapaz,4.1031515,-74.2948496
sumapaz,4.1032423,-74.2950725
sumapaz,4.1033367,-74.2952909
sumapaz,4.1034349,-74.2955049
sumapaz,4.1035369,-74.2957147
sumapaz,4.1036427,-74.2959204
sumapaz,4.1037246,-74.2960726
sumapaz,4.1038096,-74.2962256
sumapaz,4.1038979,-74.2963796
sumapaz,4.1039894,-74.2965345
sumapaz,4.1040842,-74.2966904
sumapaz,4.1041823,-74.2968474
sumapaz,4.1042839,-74.2970057
sumapaz,4.1043889,-74.2971654
sumapaz,4.1044974,-74.2973262
sumapaz,4.1046095,-74.2974888
sumapaz,4.1047255,-74.297653
sumapaz,4.1048453,-74.2978193
sumapaz,4.1049692,-74.2979878
sumapaz,4.1050973,-74.2981586
sumapaz,4.1052299,-74.2983323
sumapaz,4.1053673,-74.2985091
sumapaz,4.1055314,-74.2987165
sumapaz,4.1057029,-74.2989295
sumapaz,4.1058829,-74.2991493
sumapaz,4.1060726,-74.2993776
sumapaz,4.1062714,-74.2996136
sumapaz,4.1064849,-74.2998641
sumapaz,4.106985,-74.3004421
sumapaz,4.1075032,-74.301035
sumapaz,4.1077418,-74.3013007
sumapaz,4.1078985,-74.30147
sumapaz,4.1080592,-74.30164
sumapaz,4.1082242,-74.3018107
sumapaz,4.1083936,-74.3019823
sumapaz,4.1085857,-74.3021727
sumapaz,4.1087837,-74.3023648
sumapaz,4.1089881,-74.302559
sumapaz,4.1091993,-74.3027559
sumapaz,4.1094178,-74.3029556
sumapaz,4.1096446,-74.3031593
sumapaz,4.1098806,-74.3033678
sumapaz,4.1101273,-74.3035823
sumapaz,4.1105765,-74.3039653
sumapaz,4.1110802,-74.3043861
sumapaz,4.1115834,-74.3048003
sumapaz,4.1129015,-74.3058776
sumapaz,4.1132874,-74.3061966
sumapaz,4.1136325,-74.3064851
sumapaz,4.114019,-74.3068134
sumapaz,4.1143772,-74.3071238
sumapaz,4.1147137,-74.3074221
sumapaz,4.1150322,-74.3077113
sumapaz,4.1152496,-74.3079134
sumapaz,4.1154598,-74.3081127
sumapaz,4.1157059,-74.3083507
sumapaz,4.1159685,-74.3086083
sumapaz,4.1162328,-74.3088708
sumapaz,4.1165236,-74.3091625
sumapaz,4.1176476,-74.3103014
sumapaz,4.1181289,-74.3107848
sumapaz,4.1183978,-74.3110513
sumapaz,4.1186502,-74.3112982
sumapaz,4.1189083,-74.311547
sumapaz,4.1190824,-74.3117113
sumapaz,4.1192711,-74.311885
sumapaz,4.1194707,-74.3120645
sumapaz,4.1196832,-74.3122515
sumapaz,4.1199127,-74.3124499
sumapaz,4.1203393,-74.3128111
sumapaz,4.1213499,-74.3136554
sumapaz,4.1216101,-74.3138762
sumapaz,4.1218434,-74.3140772
sumapaz,4.1220761,-74.3142817
sumapaz,4.1222929,-74.3144765
sumapaz,4.1224971,-74.3146647
sumapaz,4.1226905,-74.314848
sumapaz,4.1228876,-74.3150408
sumapaz,4.123075,-74.3152305
sumapaz,4.1232536,-74.315418
sumapaz,4.123424,-74.3156041
sumapaz,4.1235868,-74.3157892
sumapaz,4.1238014,-74.3160418
sumapaz,4.1240007,-74.3162828
sumapaz,4.1241984,-74.3165283
sumapaz,4.1244517,-74.3168523
sumapaz,4.1247018,-74.3171832
sumapaz,4.1249487,-74.3175209
sumapaz,4.1251922,-74.3178649
sumapaz,4.1254319,-74.318215
sumapaz,4.1256676,-74.3185709
sumapaz,4.1258992,-74.318932
sumapaz,4.1261263,-74.3192982
sumapaz,4.1263483,-74.3196682
sumapaz,4.1265653,-74.3200421
sumapaz,4.1267704,-74.3204082
sumapaz,4.1269698,-74.3207773
sumapaz,4.1271649,-74.3211519
sumapaz,4.1273542,-74.3215295
sumapaz,4.1275379,-74.3219101
sumapaz,4.1277157,-74.3222936
sumapaz,4.1278866,-74.3226775
sumapaz,4.1280519,-74.3230644
sumapaz,4.1282115,-74.3234542
sumapaz,4.1283655,-74.323847
sumapaz,4.1285137,-74.3242427
sumapaz,4.1286563,-74.3246413
sumapaz,4.1287932,-74.3250429
sumapaz,4.1289245,-74.3254474
sumapaz,4.12905,-74.3258549
sumapaz,4.1291699,-74.3262654
sumapaz,4.1292841,-74.3266787
sumapaz,4.1293927,-74.3270951
sumapaz,4.1294956,-74.3275143
sumapaz,4.1295928,-74.3279365
sumapaz,4.1296843,-74.3283617
sumapaz,4.1297459,-74.3286686
sumapaz,4.1292485,-74.3287523
sumapaz,4.1288097,-74.3288303
sumapaz,4.128376,-74.3289114
sumapaz,4.1279474,-74.3289955
sumapaz,4.1275238,-74.3290827
sumapaz,4.1271052,-74.3291731
sumapaz,4.1266914,-74.3292665
sumapaz,4.1262826,-74.3293631
sumapaz,4.1258785,-74.3294627
sumapaz,4.125359,-74.3295974
sumapaz,4.1248476,-74.3297373
sumapaz,4.1243442,-74.3298827
sumapaz,4.1240955,-74.3299573
sumapaz,4.1238487,-74.3300333
sumapaz,4.1235982,-74.3301126
sumapaz,4.1233497,-74.3301932
sumapaz,4.1231033,-74.3302753
sumapaz,4.1228589,-74.3303587
sumapaz,4.1225923,-74.3304522
sumapaz,4.1223282,-74.3305475
sumapaz,4.1221598,-74.3306102
sumapaz,4.121991,-74.330676
sumapaz,4.1219253,-74.330703
sumapaz,4.1217266,-74.3307846
sumapaz,4.1214525,-74.3309039
sumapaz,4.1211658,-74.3310351
sumapaz,4.120861,-74.3311806
sumapaz,4.1205923,-74.3313131
sumapaz,4.1202943,-74.3314636
sumapaz,4.1192858,-74.3319844
sumapaz,4.1188988,-74.3321815
sumapaz,4.1185074,-74.3323749
sumapaz,4.1181527,-74.3325429
sumapaz,4.1179551,-74.3326326
sumapaz,4.1177638,-74.3327166
sumapaz,4.1175775,-74.3327953
sumapaz,4.1173955,-74.332869
sumapaz,4.1172164,-74.3329384
sumapaz,4.1170404,-74.3330032
sumapaz,4.116865,-74.3330644
sumapaz,4.1167005,-74.3331183
sumapaz,4.1165509,-74.3331635
sumapaz,4.1163969,-74.3332064
sumapaz,4.1162381,-74.3332469
sumapaz,4.1160742,-74.3332852
sumapaz,4.1159048,-74.3333214
sumapaz,4.1157291,-74.3333557
sumapaz,4.1155462,-74.3333882
sumapaz,4.115355,-74.3334191
sumapaz,4.1150228,-74.3334667
sumapaz,4.1146503,-74.3335129
sumapaz,4.1142893,-74.3335529
sumapaz,4.1134033,-74.3336455
sumapaz,4.1131599,-74.3336729
sumapaz,4.1129416,-74.3336994
sumapaz,4.1127067,-74.3337305
sumapaz,4.1124879,-74.3337625
sumapaz,4.1122812,-74.333796
sumapaz,4.1120846,-74.3338314
sumapaz,4.1118696,-74.3338746
